h3_index,population
856506abfffffff,23
856506affffffff,117
856506b3fffffff,190
856506b7fffffff,1836
856506bbfffffff,2029
856506c7fffffff,89066
856506cffffffff,24625
85650edbfffffff,7821
85651133fffffff,278510
85651137fffffff,140209
856511a3fffffff,109969
856511a7fffffff,122531
856511abfffffff,123879
856511affffffff,321486
856511b3fffffff,96885
856511b7fffffff,47131
85651523fffffff,19358
85651527fffffff,13210
85651533fffffff,264235
85651537fffffff,10648
856515a3fffffff,32385
856515a7fffffff,31529
856515affffffff,67677
856515b3fffffff,8476
856515b7fffffff,9028
85651887fffffff,6125
85651897fffffff,1560
856518a3fffffff,56810
856518a7fffffff,170261
856518affffffff,46247
856518b3fffffff,23527
856518b7fffffff,84187
8565198bfffffff,57034
856519d7fffffff,43757
85651c13fffffff,14
85651c17fffffff,220
85651c23fffffff,18
85651c27fffffff,7763
85651c2bfffffff,64
85651c2ffffffff,1191
85651c37fffffff,3764
85651c83fffffff,424
85651c87fffffff,1099
85651c8bfffffff,6690
85651c8ffffffff,4
85651c93fffffff,85
85651c97fffffff,95
85651c9bfffffff,13586
85651ca3fffffff,16
85651ca7fffffff,7305
85651cb3fffffff,1056
85651cb7fffffff,33666
85651cbbfffffff,674
85651cd3fffffff,43441
85651cd7fffffff,18413
85651cdbfffffff,87471
85651d0bfffffff,45368
85651d13fffffff,304089
85651d1bfffffff,176293
85651d43fffffff,45648
85651d47fffffff,149919
85651d4bfffffff,45009
85651d4ffffffff,179628
85651d53fffffff,23087
85651d57fffffff,67031
85651d5bfffffff,12336
85651d7bfffffff,218989
85651d83fffffff,421013
85651d8bfffffff,299039
85651d8ffffffff,631901
85651d93fffffff,43755
85651d97fffffff,197689
85651d9bfffffff,32444
85651dbbfffffff,457631
85651dc3fffffff,43773
85651dc7fffffff,166130
85651dcbfffffff,25176
85651dcffffffff,39465
85651dd3fffffff,17041
85651dd7fffffff,37422
85651ddbfffffff,51080
85652043fffffff,50007
85652047fffffff,24604
8565204bfffffff,27157
8565204ffffffff,35441
85652053fffffff,485721
85652057fffffff,62883
8565205bfffffff,245340
8565206bfffffff,87392
8565206ffffffff,83543
8565207bfffffff,41314
85652203fffffff,926
85652207fffffff,2698
8565220bfffffff,2713
8565220ffffffff,232
85652213fffffff,2176
85652217fffffff,9387
8565221bfffffff,6203
85652223fffffff,5802
85652227fffffff,20829
8565222bfffffff,0
8565222ffffffff,24999
85652233fffffff,2005
85652237fffffff,16720
8565223bfffffff,306
85652257fffffff,3169
85652263fffffff,1460
85652267fffffff,16
8565226bfffffff,7453
8565226ffffffff,1021
85652273fffffff,4782
85652277fffffff,133
85652283fffffff,872
85652287fffffff,8434
8565228bfffffff,372
8565228ffffffff,158
85652293fffffff,6294
85652297fffffff,21675
8565229bfffffff,7808
856522a3fffffff,165518
856522a7fffffff,42398
856522abfffffff,8090
856522affffffff,16864
856522b3fffffff,25650
856522b7fffffff,41525
856522bbfffffff,21461
856522c7fffffff,4630
856522d7fffffff,4842
8565230bfffffff,65468
8565230ffffffff,422981
8565231bfffffff,129722
85652343fffffff,19048
85652347fffffff,24167
8565234bfffffff,23184
8565234ffffffff,24555
85652353fffffff,17465
85652357fffffff,44641
8565235bfffffff,69992
85652363fffffff,68394
85652367fffffff,50496
8565236bfffffff,15269
8565236ffffffff,37895
85652373fffffff,49748
85652377fffffff,274098
8565237bfffffff,23471
856523c3fffffff,21617
856523c7fffffff,55630
856523cbfffffff,1205
856523cffffffff,33659
856523d3fffffff,151733
856523d7fffffff,49450
856523dbfffffff,19092
85652607fffffff,13569
8565260ffffffff,2052
85652623fffffff,110348
85652627fffffff,876634
8565262bfffffff,41630
8565262ffffffff,28469
8565263bfffffff,26123
85652667fffffff,7616
85652677fffffff,9034
856526abfffffff,12708
85653123fffffff,44596
85653127fffffff,5919
8565312ffffffff,20785
85653137fffffff,3353
8568007bfffffff,1186
85680207fffffff,17432
8568020bfffffff,49544
8568020ffffffff,6375
85680213fffffff,28066
8568021bfffffff,12863
85680223fffffff,6957
85680227fffffff,756
8568022bfffffff,465
8568022ffffffff,5382
85680233fffffff,8153
8568023bfffffff,3000
85680243fffffff,3387
85680247fffffff,6645
8568024bfffffff,2267
8568024ffffffff,966
85680253fffffff,21667
85680257fffffff,12568
8568025bfffffff,40860
85680263fffffff,1010
85680267fffffff,2084
8568026bfffffff,9824
8568026ffffffff,1866
85680273fffffff,4905
85680277fffffff,763
8568027bfffffff,1901
8568028ffffffff,38104
856802affffffff,3178
856802cffffffff,5010
8568034bfffffff,1512
8568035bfffffff,1636
85681003fffffff,7026
85681007fffffff,22674
8568100ffffffff,10258
85681017fffffff,13313
85681023fffffff,1761
85681027fffffff,7760
8568102bfffffff,1375
8568102ffffffff,22309
85681033fffffff,25183
85681037fffffff,5458
8568103bfffffff,19451
8568104bfffffff,6962
85681063fffffff,6060
85681067fffffff,1829
8568106bfffffff,320
8568106ffffffff,716
85681077fffffff,1915
8568107bfffffff,19573
856810cffffffff,101368
85681103fffffff,1328
85681107fffffff,395
8568110bfffffff,1603
8568110ffffffff,4682
85681113fffffff,24338
85681117fffffff,1621
8568111bfffffff,12213
85681123fffffff,805
85681127fffffff,11260
8568112bfffffff,3219
8568112ffffffff,7261
85681133fffffff,5044
85681137fffffff,3104
8568113bfffffff,55
85681143fffffff,7157
85681147fffffff,10210
8568114bfffffff,11898
8568114ffffffff,17477
85681153fffffff,106858
85681157fffffff,13909
8568115bfffffff,30499
85681163fffffff,489
85681167fffffff,6000
8568116bfffffff,429
8568116ffffffff,574
85681173fffffff,1909
85681177fffffff,307
8568117bfffffff,1022
85681183fffffff,8170
85681187fffffff,16257
8568118bfffffff,4911
8568118ffffffff,6814
85681193fffffff,59075
85681197fffffff,11085
8568119bfffffff,76346
856811a3fffffff,24048
856811a7fffffff,519
856811abfffffff,1237
856811affffffff,3697
856811b3fffffff,7231
856811b7fffffff,15252
856811bbfffffff,41353
856811c3fffffff,547
856811c7fffffff,3298
856811cbfffffff,673
856811cffffffff,9491
856811d3fffffff,52955
856811d7fffffff,7415
856811dbfffffff,38467
85681203fffffff,35
85681207fffffff,27
8568120bfffffff,214
8568120ffffffff,263
85681213fffffff,1002
8568121bfffffff,203
85681223fffffff,2696
85681227fffffff,46
8568122bfffffff,277
8568122ffffffff,213
85681233fffffff,677
85681237fffffff,12
8568123bfffffff,156
85681243fffffff,20
85681247fffffff,315
8568124bfffffff,625
8568124ffffffff,182
85681253fffffff,1199
85681257fffffff,27
8568125bfffffff,227
85681263fffffff,223
85681267fffffff,476
8568126bfffffff,91
8568126ffffffff,747
85681273fffffff,114
85681277fffffff,284
8568127bfffffff,60
85681283fffffff,19489
8568128bfffffff,2296
85681293fffffff,5505
8568129bfffffff,7525
856812a3fffffff,1246
856812a7fffffff,238
856812abfffffff,161
856812affffffff,1641
856812b3fffffff,4113
856812b7fffffff,12951
856812c7fffffff,1113
856812cffffffff,15
85681303fffffff,257
85681307fffffff,2073
8568130bfffffff,377
8568130ffffffff,945
85681313fffffff,10
85681317fffffff,900
8568131bfffffff,112
85681323fffffff,573
85681327fffffff,247
8568132bfffffff,15
8568132ffffffff,15
85681333fffffff,2979
85681337fffffff,938
8568133bfffffff,2588
85681353fffffff,16
85681357fffffff,22
85681383fffffff,1034
85681387fffffff,2748
8568138bfffffff,987
8568138ffffffff,837
85681393fffffff,26711
85681397fffffff,4312
8568139bfffffff,16739
856813a3fffffff,2945
856813a7fffffff,477
856813abfffffff,916
856813affffffff,2914
856813b3fffffff,1857
856813b7fffffff,22515
856813bbfffffff,1402
856813c3fffffff,209
856813c7fffffff,1097
856813cbfffffff,1245
856813cffffffff,136
856813d3fffffff,1758
856813d7fffffff,2079
856813dbfffffff,32
8568152ffffffff,22412
8568156ffffffff,442708
85681803fffffff,39188
85681807fffffff,72410
85681813fffffff,4484
85681817fffffff,20570
8568181bfffffff,453
85681827fffffff,6281
85681833fffffff,14897
85681837fffffff,2309
85681843fffffff,3127
85681847fffffff,21929
8568184bfffffff,23
8568184ffffffff,4450
85681853fffffff,3463
85681857fffffff,7445
8568185bfffffff,2723
85681867fffffff,426
8568186bfffffff,8334
8568186ffffffff,30261
8568187bfffffff,24068
85681883fffffff,5543
85681887fffffff,8000
8568188bfffffff,13066
8568188ffffffff,10370
85681893fffffff,14905
85681897fffffff,9762
8568189bfffffff,17120
856818a3fffffff,9851
856818a7fffffff,6844
856818abfffffff,6338
856818affffffff,59
856818b3fffffff,7808
856818b7fffffff,4493
856818bbfffffff,8123
856818c3fffffff,445
856818c7fffffff,778
856818cbfffffff,514
856818cffffffff,358
856818d3fffffff,4180
856818d7fffffff,6127
856818dbfffffff,206
85681903fffffff,9444
85681913fffffff,6537
8568191bfffffff,5452
856819c3fffffff,11
856819c7fffffff,5672
856819cbfffffff,7313
856819cffffffff,9051
856819d3fffffff,2229
856819d7fffffff,189
856819dbfffffff,40
85681a87fffffff,42384
85681a93fffffff,22947
85681a97fffffff,14265
85681a9bfffffff,1872
85681ab3fffffff,20195
85681ab7fffffff,18929
85681abbfffffff,166588
85681bd3fffffff,7405
85681c03fffffff,19638
85681c07fffffff,7273
85681c0bfffffff,6487
85681c0ffffffff,12479
85681c13fffffff,5347
85681c17fffffff,249
85681c1bfffffff,7303
85681c23fffffff,3819
85681c27fffffff,249353
85681c2bfffffff,25639
85681c2ffffffff,4230
85681c33fffffff,24716
85681c37fffffff,137151
85681c3bfffffff,32267
85681c43fffffff,2695
85681c47fffffff,1176
85681c4bfffffff,2015
85681c4ffffffff,444
85681c53fffffff,11583
85681c57fffffff,6634
85681c5bfffffff,94
85681c63fffffff,5455
85681c67fffffff,20667
85681c6bfffffff,3903
85681c6ffffffff,6744
85681c73fffffff,2820
85681c77fffffff,7842
85681c7bfffffff,66
85681c83fffffff,3508
85681c87fffffff,2384
85681c8bfffffff,4568
85681c8ffffffff,373
85681c93fffffff,2629
85681c97fffffff,6227
85681c9bfffffff,4211
85681cb3fffffff,534
85681cc3fffffff,255
85681cc7fffffff,6315
85681ccbfffffff,3267
85681ccffffffff,4347
85681cd3fffffff,644
85681cd7fffffff,2777
85681cdbfffffff,246
85681d43fffffff,2469
85681d4bfffffff,11893
85681d4ffffffff,2871
85681d5bfffffff,12997
85681d6bfffffff,538
85681d7bfffffff,4706
85681e03fffffff,581
85681e07fffffff,1681
85681e0bfffffff,367
85681e0ffffffff,597
85681e13fffffff,42
85681e17fffffff,418
85681e1bfffffff,94
85681e23fffffff,638
85681e27fffffff,652
85681e2bfffffff,7500
85681e2ffffffff,7884
85681e33fffffff,49
85681e37fffffff,20
85681e3bfffffff,2115
85681e43fffffff,19
85681e47fffffff,581
85681e4ffffffff,0
85681e53fffffff,387
85681e57fffffff,237
85681e5bfffffff,177
85681e63fffffff,4566
85681e67fffffff,24435
85681e6ffffffff,6347
85681e73fffffff,825
85681e77fffffff,3042
85681e7bfffffff,249
85681e83fffffff,574
85681e87fffffff,577
85681e8bfffffff,147
85681e8ffffffff,204
85681e93fffffff,7174
85681e97fffffff,2233
85681e9bfffffff,126
85681ea3fffffff,207
85681ea7fffffff,29
85681eabfffffff,462
85681eaffffffff,84
85681eb3fffffff,438
85681eb7fffffff,1407
85681ebbfffffff,189
85681ec3fffffff,33
85681ec7fffffff,33
85681ecbfffffff,118
85681ecffffffff,144
85681ed3fffffff,528
85681ed7fffffff,1497
85681edbfffffff,546
85688483fffffff,57
85688487fffffff,688
85688493fffffff,24
85688497fffffff,146
8568849bfffffff,73
856884a7fffffff,38
856884b3fffffff,75
856884b7fffffff,195
856884d3fffffff,132
856884d7fffffff,41
8568a003fffffff,1893
8568a007fffffff,8641
8568a00bfffffff,1296
8568a00ffffffff,512
8568a013fffffff,2011
8568a017fffffff,760
8568a01bfffffff,294
8568a023fffffff,2590
8568a027fffffff,387
8568a02bfffffff,1127
8568a02ffffffff,1009
8568a033fffffff,2545
8568a037fffffff,695
8568a03bfffffff,2954
8568a043fffffff,357
8568a047fffffff,1588
8568a04bfffffff,625
8568a04ffffffff,180
8568a053fffffff,248
8568a057fffffff,71
8568a05bfffffff,1113
8568a063fffffff,73
8568a067fffffff,134
8568a06bfffffff,17
8568a06ffffffff,43
8568a073fffffff,3447
8568a077fffffff,1559
8568a07bfffffff,196
8568a083fffffff,3823
8568a087fffffff,2567
8568a08bfffffff,3226
8568a08ffffffff,2135
8568a093fffffff,2219
8568a097fffffff,4441
8568a09bfffffff,8998
8568a0a3fffffff,840
8568a0a7fffffff,289
8568a0abfffffff,3172
8568a0affffffff,581
8568a0b3fffffff,1218
8568a0b7fffffff,643
8568a0bbfffffff,665
8568a0c3fffffff,1830
8568a0c7fffffff,1131
8568a0cbfffffff,25
8568a0cffffffff,519
8568a0d3fffffff,7426
8568a0d7fffffff,3163
8568a0dbfffffff,945
8568a103fffffff,821
8568a107fffffff,200
8568a10bfffffff,421
8568a10ffffffff,68
8568a113fffffff,195
8568a117fffffff,280
8568a11bfffffff,723
8568a123fffffff,715
8568a127fffffff,1032
8568a12bfffffff,350
8568a12ffffffff,83
8568a133fffffff,70
8568a137fffffff,183
8568a13bfffffff,526
8568a143fffffff,170
8568a147fffffff,42
8568a14bfffffff,1545
8568a14ffffffff,340
8568a153fffffff,79
8568a157fffffff,121
8568a15bfffffff,1064
8568a163fffffff,341
8568a167fffffff,26
8568a16bfffffff,72
8568a16ffffffff,133
8568a173fffffff,499
8568a177fffffff,320
8568a17bfffffff,166
8568a183fffffff,76
8568a187fffffff,55
8568a18bfffffff,112
8568a18ffffffff,786
8568a193fffffff,367
8568a197fffffff,1036
8568a19bfffffff,456
8568a1a3fffffff,256
8568a1a7fffffff,39
8568a1abfffffff,137
8568a1affffffff,614
8568a1b3fffffff,138
8568a1b7fffffff,65
8568a1bbfffffff,60
8568a1c3fffffff,153
8568a1c7fffffff,501
8568a1cbfffffff,54
8568a1cffffffff,157
8568a1d3fffffff,162
8568a1d7fffffff,434
8568a1dbfffffff,160
8568a203fffffff,1390
8568a207fffffff,425
8568a20bfffffff,222
8568a20ffffffff,1221
8568a213fffffff,1405
8568a217fffffff,1198
8568a21bfffffff,413
8568a223fffffff,167
8568a227fffffff,551
8568a22bfffffff,10
8568a22ffffffff,186
8568a233fffffff,182
8568a237fffffff,236
8568a23bfffffff,1036
8568a243fffffff,0
8568a247fffffff,52
8568a24bfffffff,15
8568a24ffffffff,8
8568a253fffffff,306
8568a257fffffff,309
8568a263fffffff,113
8568a267fffffff,64
8568a26bfffffff,28
8568a26ffffffff,199
8568a273fffffff,42
8568a277fffffff,121
8568a27bfffffff,376
8568a283fffffff,857
8568a287fffffff,436
8568a28bfffffff,998
8568a28ffffffff,480
8568a293fffffff,89
8568a297fffffff,1115
8568a29bfffffff,1177
8568a2a3fffffff,208
8568a2a7fffffff,0
8568a2abfffffff,1191
8568a2affffffff,0
8568a2b3fffffff,77
8568a2b7fffffff,276
8568a2bbfffffff,404
8568a2c3fffffff,6992
8568a2c7fffffff,2470
8568a2cbfffffff,165
8568a2cffffffff,545
8568a2d3fffffff,15734
8568a2d7fffffff,1757
8568a2dbfffffff,4224
8568a303fffffff,68
8568a307fffffff,125
8568a30bfffffff,58
8568a30ffffffff,83
8568a313fffffff,529
8568a317fffffff,237
8568a31bfffffff,173
8568a32bfffffff,16
8568a333fffffff,208
8568a337fffffff,13
8568a33bfffffff,286
8568a343fffffff,438
8568a347fffffff,495
8568a34bfffffff,153
8568a34ffffffff,236
8568a353fffffff,98
8568a357fffffff,82
8568a35bfffffff,407
8568a363fffffff,106
8568a36bfffffff,29
8568a373fffffff,310
8568a377fffffff,337
8568a37bfffffff,46
8568a383fffffff,1789
8568a387fffffff,293
8568a38bfffffff,724
8568a38ffffffff,284
8568a393fffffff,1862
8568a397fffffff,1820
8568a39bfffffff,99
8568a3a3fffffff,539
8568a3a7fffffff,317
8568a3abfffffff,328
8568a3affffffff,203
8568a3b3fffffff,1165
8568a3b7fffffff,880
8568a3bbfffffff,1084
8568a3c3fffffff,54
8568a3c7fffffff,424
8568a3cbfffffff,81
8568a3cffffffff,291
8568a3d3fffffff,261
8568a3d7fffffff,301
8568a3dbfffffff,291
8568a423fffffff,1908
8568a427fffffff,4142
8568a42bfffffff,7715
8568a42ffffffff,2464
8568a463fffffff,3025
8568a467fffffff,6905
8568a46bfffffff,43753
8568a46ffffffff,6710
8568a503fffffff,1394
8568a507fffffff,1030
8568a50bfffffff,2824
8568a50ffffffff,854
8568a513fffffff,3608
8568a517fffffff,709
8568a51bfffffff,2912
8568a523fffffff,656
8568a52bfffffff,1265
8568a52ffffffff,907
8568a533fffffff,2446
8568a53bfffffff,413
8568a543fffffff,3320
8568a547fffffff,780
8568a54bfffffff,3915
8568a54ffffffff,1036
8568a553fffffff,14097
8568a557fffffff,6428
8568a55bfffffff,5375
8568a563fffffff,2014
8568a567fffffff,1753
8568a56bfffffff,598
8568a56ffffffff,401
8568a573fffffff,2724
8568a577fffffff,850
8568a57bfffffff,961
8568a587fffffff,56886
8568a58ffffffff,67223
8568a597fffffff,34229
8568a5abfffffff,8738
8568a5b3fffffff,504
8568a5bbfffffff,898
8568a5c7fffffff,8229
8568a5cffffffff,4789
8568a603fffffff,433
8568a607fffffff,1735
8568a60bfffffff,104
8568a60ffffffff,609
8568a613fffffff,453
8568a617fffffff,6211
8568a61bfffffff,413
8568a623fffffff,2031
8568a627fffffff,341
8568a62bfffffff,858
8568a62ffffffff,254
8568a633fffffff,4075
8568a637fffffff,210
8568a63bfffffff,1771
8568a643fffffff,66
8568a647fffffff,38
8568a64bfffffff,47
8568a64ffffffff,113
8568a653fffffff,703
8568a657fffffff,324
8568a65bfffffff,154
8568a663fffffff,431
8568a667fffffff,186
8568a66bfffffff,57
8568a66ffffffff,534
8568a673fffffff,163
8568a677fffffff,608
8568a67bfffffff,97
8568a68bfffffff,2377
8568a68ffffffff,1583
8568a6a3fffffff,8730
8568a6a7fffffff,18119
8568a6abfffffff,6747
8568a6affffffff,2499
8568a6bbfffffff,6894
8568a6c3fffffff,2088
8568a6c7fffffff,1944
8568a6cbfffffff,2182
8568a6cffffffff,440
8568a6d3fffffff,4547
8568a6d7fffffff,2767
8568a6dbfffffff,1372
8568ac53fffffff,132
8568ac5bfffffff,171
8568ac93fffffff,2077
8568ac9bfffffff,770
8568acc3fffffff,464
8568acc7fffffff,737
8568accbfffffff,143
8568accffffffff,40
8568acd3fffffff,172
8568acd7fffffff,2264
8568acdbfffffff,68
8568aec3fffffff,38
8568aed3fffffff,439
8568aedbfffffff,495
8568b093fffffff,8811
8568b1b7fffffff,3
8568b403fffffff,5082
8568b407fffffff,15562
8568b40bfffffff,1517
8568b40ffffffff,32405
8568b413fffffff,1610
8568b417fffffff,11881
8568b41bfffffff,4001
8568b423fffffff,1313
8568b427fffffff,773
8568b42bfffffff,13449
8568b42ffffffff,3113
8568b433fffffff,5065
8568b437fffffff,972
8568b43bfffffff,4341
8568b453fffffff,4559
8568b457fffffff,3112
8568b473fffffff,5099
8568b477fffffff,9436
8568b483fffffff,10045
8568b487fffffff,18397
8568b48bfffffff,1093
8568b48ffffffff,13629
8568b497fffffff,6852
8568b4a3fffffff,2005
8568b4a7fffffff,3537
8568b4abfffffff,3980
8568b4affffffff,2600
8568b4b3fffffff,4346
8568b4b7fffffff,5869
8568b4bbfffffff,6008
8568b4c3fffffff,467
8568b4cbfffffff,3077
8568b4cffffffff,2412
8568b4d3fffffff,11509
8568b4dbfffffff,8019
8568b503fffffff,1020
8568b507fffffff,1015
8568b513fffffff,51
8568b517fffffff,125
8568b51bfffffff,139
8568b523fffffff,417
8568b527fffffff,8
8568b533fffffff,1391
8568b537fffffff,45
8568b543fffffff,42
8568b553fffffff,282
8568b557fffffff,14
8568b55bfffffff,1075
8568b583fffffff,4178
8568b587fffffff,5902
8568b58bfffffff,427
8568b58ffffffff,1389
8568b593fffffff,12667
8568b597fffffff,1836
8568b59bfffffff,4182
8568b5a3fffffff,7417
8568b5a7fffffff,2930
8568b5abfffffff,2108
8568b5affffffff,721
8568b5b3fffffff,2090
8568b5b7fffffff,172
8568b5bbfffffff,4148
8568b5c3fffffff,1615
8568b5c7fffffff,297
8568b5cbfffffff,84
8568b5cffffffff,0
8568b5d3fffffff,3363
8568b5d7fffffff,133
8568b5dbfffffff,1834
85699a4bfffffff,70869
85699a4ffffffff,15806
85699b03fffffff,3555
85699b07fffffff,6693
85699b0bfffffff,5731
85699b0ffffffff,90186
85699b13fffffff,5743
85699b17fffffff,1911
85699b1bfffffff,2013
85699b23fffffff,5374
85699b27fffffff,507
85699b2bfffffff,22157
85699b2ffffffff,792
85699b33fffffff,3088
85699b37fffffff,1157
85699b3bfffffff,54296
85699b43fffffff,6297
85699b47fffffff,36830
85699b4bfffffff,6719
85699b4ffffffff,12662
85699b53fffffff,9513
85699b57fffffff,1194
85699b5bfffffff,1994
85699b63fffffff,6460
85699b67fffffff,12942
85699b6bfffffff,3796
85699b6ffffffff,3851
85699b73fffffff,14950
85699b77fffffff,58256
85699b7bfffffff,10256
85699b8bfffffff,14540
85699b8ffffffff,3353
85699b9bfffffff,3658
85699ba3fffffff,10092
85699ba7fffffff,11665
85699babfffffff,5977
85699baffffffff,2223
85699bbbfffffff,4243
85699bc7fffffff,14864
85699bcbfffffff,2871
85699bcffffffff,2727
85699bd7fffffff,4713
858c928bfffffff,6425
858c929bfffffff,3601
858c92c7fffffff,7883
858c92d7fffffff,10410
858c9603fffffff,1835
858c960bfffffff,18756
858c961bfffffff,7559
