h3_index,population
85972d1bfffffff,16555
85972d23fffffff,6004
85972d27fffffff,30936
85972d2bfffffff,1147
85972d2ffffffff,12987
85972d33fffffff,4597
85972d37fffffff,23895
85972d3bfffffff,571
85972d43fffffff,55240
85972d47fffffff,18080
85972d4bfffffff,30779
85972d4ffffffff,7225
85972d53fffffff,39974
85972d57fffffff,31215
85972d5bfffffff,52075
85972d63fffffff,11278
85972d67fffffff,585
85972d6bfffffff,465
85972d6ffffffff,2040
85972d73fffffff,47380
85972d77fffffff,7865
85972d7bfffffff,9034
85972d83fffffff,116386
85972d87fffffff,26034
85972d8bfffffff,5451
85972d8ffffffff,24517
85972d93fffffff,20692
85972d97fffffff,89250
85972d9bfffffff,3161
85972da3fffffff,48782
85972da7fffffff,24984
85972dabfffffff,538
85972daffffffff,10944
85972db3fffffff,219930
85972db7fffffff,44545
85972dbbfffffff,999
85972dc3fffffff,4357
85972dc7fffffff,18211
85972dcbfffffff,36278
85972dcffffffff,25115
85972dd3fffffff,67026
85972dd7fffffff,7955
85972ddbfffffff,51550
85972e33fffffff,108
85972e37fffffff,39
85972ea3fffffff,8
85972ea7fffffff,7
85972eaffffffff,17
85972eb3fffffff,10
85972eb7fffffff,27
859774d3fffffff,302
85ad1203fffffff,296
85ad1207fffffff,17
85ad120bfffffff,85
85ad120ffffffff,84
85ad1213fffffff,150
85ad1217fffffff,34
85ad121bfffffff,169
85ad1223fffffff,45
85ad122bfffffff,162
85ad122ffffffff,63
85ad1233fffffff,16
85ad123bfffffff,140
85ad1243fffffff,53
85ad1247fffffff,251
85ad124bfffffff,60
85ad124ffffffff,1017
85ad1253fffffff,64
85ad1257fffffff,161
85ad125bfffffff,43
85ad1263fffffff,780
85ad1267fffffff,244
85ad126bfffffff,5554
85ad126ffffffff,129
85ad1273fffffff,146
85ad1277fffffff,3577
85ad127bfffffff,1234
85ad1283fffffff,78
85ad1287fffffff,29
85ad128bfffffff,579
85ad128ffffffff,59
85ad1293fffffff,83
85ad1297fffffff,58
85ad129bfffffff,572
85ad12abfffffff,155
85ad12bbfffffff,41
85ad12c3fffffff,696
85ad12c7fffffff,946
85ad12cbfffffff,512
85ad12cffffffff,170
85ad12d3fffffff,103
85ad12d7fffffff,2109
85ad12dbfffffff,417
85ad1603fffffff,985
85ad1607fffffff,184
85ad160bfffffff,395
85ad160ffffffff,1452
85ad1613fffffff,103
85ad1617fffffff,85
85ad161bfffffff,882
85ad1623fffffff,37
85ad162bfffffff,61
85ad162ffffffff,81
85ad1633fffffff,319
85ad163bfffffff,109
85ad1643fffffff,37
85ad1647fffffff,37
85ad164bfffffff,40
85ad164ffffffff,41
85ad1653fffffff,28
85ad1657fffffff,27
85ad165bfffffff,47
85ad1663fffffff,82
85ad1667fffffff,96
85ad166bfffffff,85
85ad166ffffffff,2071
85ad1673fffffff,63
85ad1677fffffff,1686
85ad167bfffffff,71
85ad1683fffffff,3305
85ad1687fffffff,78
85ad168bfffffff,116
85ad168ffffffff,135
85ad1693fffffff,7659
85ad169bfffffff,7726
85ad16abfffffff,95
85ad16bbfffffff,189
85ad16c3fffffff,12
85ad16c7fffffff,53
85ad16cbfffffff,14
85ad16cffffffff,9
85ad16d3fffffff,34
85ad16d7fffffff,45
85ad16dbfffffff,20
85ad3203fffffff,51291
85ad3213fffffff,14109
85ad321bfffffff,1677
85ad3243fffffff,372
85ad324bfffffff,725
85ad3253fffffff,374
85ad3257fffffff,11541
85ad325bfffffff,1569
85ad328bfffffff,2238
85ad329bfffffff,1344
85ad32c3fffffff,8785
85ad32c7fffffff,800
85ad32cbfffffff,931
85ad32cffffffff,322
85ad32d3fffffff,1134
85ad32d7fffffff,206
85ad32dbfffffff,1627
85ad3603fffffff,307405
85ad360bfffffff,4525
85ad3613fffffff,1789876
85ad3617fffffff,175374
85ad361bfffffff,501782
85ad3643fffffff,35734
85ad3647fffffff,8264
85ad364bfffffff,3183
85ad364ffffffff,20910
85ad3653fffffff,124625
85ad3657fffffff,22675
85ad365bfffffff,121430
85ad3663fffffff,12556
85ad3667fffffff,666
85ad366bfffffff,1980
85ad366ffffffff,16735
85ad3673fffffff,92312
85ad3677fffffff,581
85ad367bfffffff,48118
85ad368ffffffff,374561
85ad36c3fffffff,10712
85ad36c7fffffff,519046
85ad36cbfffffff,40534
85ad36cffffffff,126943
85ad36d3fffffff,43916
85ad36dbfffffff,6657
85ad8203fffffff,0
85ad820bfffffff,1
85ad8213fffffff,3
85ad821bfffffff,0
85ad8243fffffff,1
85ad8247fffffff,1
85ad824ffffffff,0
85ad8253fffffff,9
85ad8257fffffff,1
85ad825bfffffff,81
85ad826bfffffff,12
85ad8273fffffff,0
85ad827bfffffff,1
85ad8283fffffff,8
85ad828bfffffff,0
85ad828ffffffff,2
85ad8293fffffff,13
85ad829bfffffff,31
85ad82c3fffffff,0
85ad82c7fffffff,2
85ad82cbfffffff,0
85ad82cffffffff,4
85ad82d3fffffff,0
85ad82d7fffffff,9
85ad82dbfffffff,3
85ad841bfffffff,11
85ad8443fffffff,16
85ad8447fffffff,27
85ad844bfffffff,23
85ad844ffffffff,14
85ad8453fffffff,62
85ad8457fffffff,118
85ad845bfffffff,32
85ad849bfffffff,5
85ad84c3fffffff,80
85ad84c7fffffff,13
85ad84cbfffffff,97
85ad84cffffffff,43
85ad84d3fffffff,46
85ad84d7fffffff,36
85ad84dbfffffff,38
85ad8603fffffff,189
85ad8607fffffff,49
85ad860ffffffff,12
85ad8613fffffff,116
85ad8617fffffff,42
85ad8623fffffff,7
85ad862bfffffff,16
85ad862ffffffff,12
85ad8633fffffff,24
85ad8637fffffff,19
85ad863bfffffff,20
85ad8663fffffff,18
85ad8667fffffff,5
85ad866bfffffff,3
85ad866ffffffff,4
85ad8673fffffff,102
85ad8677fffffff,14
85ad867bfffffff,0
85ad8683fffffff,39
85ad8687fffffff,43
85ad868bfffffff,1048
85ad868ffffffff,79
85ad8693fffffff,15
85ad8697fffffff,63
85ad869bfffffff,19
85ad86a3fffffff,22
85ad86abfffffff,682
85ad86affffffff,4028
85ad86b3fffffff,25
85ad86b7fffffff,11
85ad86bbfffffff,24
85ad86c3fffffff,58
85ad86d3fffffff,68
85ad86d7fffffff,59
85ad91a7fffffff,5
85ad91b7fffffff,3
85ad941bfffffff,36
85ad9443fffffff,40
85ad944bfffffff,9
85ad9453fffffff,135
85ad9457fffffff,26
85ad945bfffffff,29
85ad9483fffffff,114
85ad9487fffffff,9
85ad948bfffffff,79
85ad9493fffffff,22
85ad9497fffffff,62
85ad949bfffffff,15
85ad94c3fffffff,76
85ad94c7fffffff,27
85ad94cbfffffff,61
85ad94cffffffff,44
85ad94d3fffffff,47
85ad94d7fffffff,29
85ad94dbfffffff,40
85ad9527fffffff,2
85ad95a7fffffff,37
85ad95b7fffffff,6
85ad9683fffffff,27
85ad9687fffffff,92
85ad9693fffffff,107
85ad9697fffffff,35
85ad969bfffffff,39
85ad9cd3fffffff,1
85ada003fffffff,13
85ada007fffffff,10
85ada00bfffffff,15
85ada00ffffffff,31
85ada013fffffff,15
85ada017fffffff,23
85ada01bfffffff,17
85ada023fffffff,14
85ada027fffffff,47
85ada02bfffffff,3525
85ada02ffffffff,2647
85ada033fffffff,14
85ada037fffffff,18
85ada03bfffffff,36
85ada043fffffff,18
85ada047fffffff,24
85ada04bfffffff,23
85ada04ffffffff,9
85ada053fffffff,40
85ada057fffffff,34
85ada05bfffffff,24
85ada063fffffff,21
85ada067fffffff,89
85ada06bfffffff,412
85ada06ffffffff,363
85ada073fffffff,30
85ada077fffffff,44
85ada07bfffffff,38
85ada083fffffff,11
85ada087fffffff,7
85ada08bfffffff,13
85ada08ffffffff,24
85ada093fffffff,24
85ada097fffffff,18
85ada09bfffffff,22
85ada0a3fffffff,30
85ada0a7fffffff,9
85ada0abfffffff,18
85ada0affffffff,29
85ada0b3fffffff,13
85ada0b7fffffff,7
85ada0bbfffffff,19
85ada0c3fffffff,12
85ada0c7fffffff,12
85ada0cbfffffff,23
85ada0cffffffff,11
85ada0d3fffffff,18
85ada0d7fffffff,30
85ada0dbfffffff,18
85ada103fffffff,13
85ada107fffffff,11
85ada10bfffffff,19
85ada10ffffffff,25
85ada113fffffff,8
85ada117fffffff,35
85ada11bfffffff,22
85ada123fffffff,17
85ada127fffffff,28
85ada12bfffffff,68
85ada12ffffffff,46
85ada133fffffff,14
85ada137fffffff,36
85ada13bfffffff,16
85ada143fffffff,15
85ada147fffffff,18
85ada14bfffffff,150
85ada14ffffffff,255
85ada153fffffff,2272
85ada157fffffff,22
85ada15bfffffff,267
85ada173fffffff,15
85ada177fffffff,258
85ada183fffffff,13
85ada187fffffff,29
85ada18bfffffff,17
85ada18ffffffff,49
85ada193fffffff,23
85ada197fffffff,13
85ada19bfffffff,7
85ada1a3fffffff,1177
85ada1a7fffffff,560
85ada1abfffffff,32
85ada1affffffff,87
85ada1b3fffffff,125
85ada1b7fffffff,23310
85ada1bbfffffff,39
85ada1c3fffffff,12
85ada1c7fffffff,20
85ada1cbfffffff,27
85ada1cffffffff,163
85ada1d3fffffff,7
85ada1d7fffffff,17
85ada1dbfffffff,8
85ada203fffffff,550
85ada207fffffff,1832
85ada20bfffffff,129
85ada20ffffffff,958
85ada213fffffff,10314
85ada217fffffff,2639
85ada21bfffffff,211
85ada22bfffffff,28
85ada233fffffff,1324
85ada23bfffffff,44
85ada243fffffff,28
85ada247fffffff,48
85ada24bfffffff,13
85ada24ffffffff,29
85ada253fffffff,44
85ada257fffffff,42
85ada25bfffffff,55
85ada263fffffff,54
85ada267fffffff,69
85ada26bfffffff,21
85ada26ffffffff,9
85ada273fffffff,30
85ada277fffffff,25
85ada27bfffffff,15
85ada283fffffff,25
85ada287fffffff,10
85ada28bfffffff,2667
85ada28ffffffff,139
85ada293fffffff,23
85ada297fffffff,28
85ada29bfffffff,17
85ada2a3fffffff,14
85ada2a7fffffff,101
85ada2abfffffff,33
85ada2affffffff,50
85ada2b3fffffff,16
85ada2b7fffffff,40
85ada2bbfffffff,38
85ada2c3fffffff,2228
85ada2c7fffffff,16844
85ada2cbfffffff,25
85ada2cffffffff,40
85ada2d3fffffff,78
85ada2d7fffffff,3044
85ada2dbfffffff,16127
85ada393fffffff,58
85ada39bfffffff,1086
85ada3c3fffffff,250
85ada3d3fffffff,238
85ada3dbfffffff,418
85ada403fffffff,30
85ada407fffffff,22
85ada40bfffffff,25
85ada40ffffffff,51
85ada413fffffff,21
85ada417fffffff,10
85ada41bfffffff,27
85ada423fffffff,62
85ada427fffffff,26
85ada42bfffffff,36
85ada42ffffffff,24
85ada433fffffff,12
85ada437fffffff,19
85ada43bfffffff,23
85ada443fffffff,18
85ada447fffffff,34
85ada44bfffffff,34
85ada44ffffffff,21
85ada453fffffff,23
85ada457fffffff,40
85ada45bfffffff,30
85ada463fffffff,183
85ada467fffffff,27
85ada46bfffffff,35
85ada46ffffffff,22
85ada473fffffff,32
85ada477fffffff,32
85ada47bfffffff,26
85ada483fffffff,25
85ada487fffffff,7
85ada48bfffffff,18
85ada48ffffffff,23
85ada493fffffff,44
85ada497fffffff,14
85ada49bfffffff,54
85ada4a3fffffff,35
85ada4a7fffffff,24
85ada4abfffffff,9
85ada4affffffff,15
85ada4b3fffffff,22
85ada4b7fffffff,28
85ada4bbfffffff,24
85ada4c3fffffff,27
85ada4c7fffffff,43
85ada4cbfffffff,28
85ada4cffffffff,3002
85ada4d3fffffff,27
85ada4d7fffffff,29
85ada4dbfffffff,22
85ada503fffffff,18
85ada507fffffff,15
85ada50bfffffff,3
85ada50ffffffff,6
85ada513fffffff,3
85ada517fffffff,8
85ada51bfffffff,21
85ada523fffffff,69
85ada527fffffff,640
85ada52bfffffff,17
85ada52ffffffff,34
85ada533fffffff,27
85ada537fffffff,33
85ada53bfffffff,25
85ada543fffffff,2
85ada547fffffff,21
85ada54bfffffff,6
85ada54ffffffff,18
85ada553fffffff,16
85ada557fffffff,13
85ada55bfffffff,15
85ada563fffffff,12
85ada567fffffff,9
85ada56bfffffff,14
85ada56ffffffff,26
85ada573fffffff,21
85ada577fffffff,11
85ada57bfffffff,23
85ada583fffffff,24
85ada587fffffff,228
85ada58bfffffff,12
85ada58ffffffff,10
85ada593fffffff,22
85ada597fffffff,43
85ada59bfffffff,22
85ada5a3fffffff,40
85ada5a7fffffff,31
85ada5abfffffff,16
85ada5affffffff,31
85ada5b3fffffff,133
85ada5b7fffffff,84
85ada5bbfffffff,33
85ada5c3fffffff,12
85ada5c7fffffff,16
85ada5cbfffffff,11
85ada5cffffffff,21
85ada5d3fffffff,40
85ada5d7fffffff,20
85ada5dbfffffff,49
85ada603fffffff,26
85ada607fffffff,66
85ada60bfffffff,40
85ada60ffffffff,31
85ada613fffffff,20
85ada617fffffff,37
85ada61bfffffff,36
85ada623fffffff,21
85ada627fffffff,34
85ada62bfffffff,23
85ada62ffffffff,37
85ada633fffffff,26
85ada637fffffff,19
85ada63bfffffff,38
85ada643fffffff,21
85ada647fffffff,5320
85ada64bfffffff,37
85ada64ffffffff,46
85ada653fffffff,26
85ada657fffffff,65
85ada65bfffffff,13
85ada663fffffff,38
85ada667fffffff,10
85ada66bfffffff,24
85ada66ffffffff,83
85ada673fffffff,33
85ada677fffffff,60
85ada67bfffffff,26
85ada683fffffff,19
85ada687fffffff,26
85ada68bfffffff,27
85ada68ffffffff,27
85ada693fffffff,75
85ada697fffffff,25
85ada69bfffffff,18
85ada6a3fffffff,51
85ada6a7fffffff,45
85ada6abfffffff,34
85ada6affffffff,34
85ada6b3fffffff,35
85ada6b7fffffff,21
85ada6bbfffffff,41
85ada6c3fffffff,38
85ada6c7fffffff,26
85ada6cbfffffff,23
85ada6cffffffff,33
85ada6d3fffffff,21
85ada6d7fffffff,16
85ada6dbfffffff,19
85ada883fffffff,159
85ada893fffffff,23
85ada897fffffff,1979
85ada89bfffffff,40
85ada8c3fffffff,9
85ada8c7fffffff,30
85ada8cbfffffff,22
85ada8cffffffff,230
85ada8d3fffffff,18
85ada8d7fffffff,1057
85ada8dbfffffff,32
85adac03fffffff,7
85adac07fffffff,31
85adac0bfffffff,13
85adac0ffffffff,411
85adac13fffffff,18
85adac17fffffff,39
85adac1bfffffff,11
85adac23fffffff,21
85adac2bfffffff,14
85adac2ffffffff,26
85adac33fffffff,15
85adac3bfffffff,24
85adac43fffffff,18
85adac47fffffff,614
85adac4ffffffff,87
85adac53fffffff,26
85adac57fffffff,19
85adac5bfffffff,37
85adac63fffffff,11
85adac67fffffff,7
85adac6bfffffff,2
85adac6ffffffff,50
85adac73fffffff,10
85adac77fffffff,0
85adac7bfffffff,6
85adac83fffffff,46
85adac87fffffff,24
85adac8bfffffff,4
85adac8ffffffff,51
85adac93fffffff,45
85adac97fffffff,936
85adac9bfffffff,45
85adacabfffffff,5470
85adacbbfffffff,1542
85adacc3fffffff,74
85adacc7fffffff,27
85adaccbfffffff,80
85adaccffffffff,26
85adacd3fffffff,95
85adacd7fffffff,9
85adacdbfffffff,8029
85adae93fffffff,6
85adae97fffffff,8
85adaea7fffffff,0
85adaeb7fffffff,11
85adb003fffffff,41
85adb007fffffff,15
85adb00bfffffff,48
85adb00ffffffff,48
85adb013fffffff,50
85adb017fffffff,66
85adb01bfffffff,49
85adb023fffffff,70
85adb027fffffff,32
85adb02bfffffff,56
85adb02ffffffff,63
85adb033fffffff,46
85adb037fffffff,27
85adb03bfffffff,47
85adb043fffffff,85
85adb047fffffff,85
85adb04bfffffff,106
85adb04ffffffff,61
85adb053fffffff,65
85adb057fffffff,75
85adb05bfffffff,18525
85adb063fffffff,11
85adb067fffffff,42
85adb06bfffffff,171
85adb06ffffffff,37
85adb073fffffff,64
85adb077fffffff,44
85adb07bfffffff,48
85adb083fffffff,24
85adb087fffffff,30
85adb08bfffffff,43
85adb08ffffffff,33
85adb093fffffff,35
85adb097fffffff,30
85adb09bfffffff,55
85adb0a3fffffff,55
85adb0a7fffffff,42
85adb0abfffffff,158
85adb0affffffff,46
85adb0b3fffffff,78
85adb0b7fffffff,102
85adb0bbfffffff,31
85adb0c3fffffff,23493
85adb0c7fffffff,90
85adb0cbfffffff,8441
85adb0cffffffff,111
85adb0d3fffffff,145
85adb0d7fffffff,157
85adb0dbfffffff,276
85adb103fffffff,17
85adb107fffffff,23
85adb10bfffffff,17
85adb10ffffffff,60
85adb113fffffff,14
85adb117fffffff,30
85adb11bfffffff,30
85adb123fffffff,106
85adb127fffffff,22
85adb12bfffffff,53
85adb12ffffffff,22
85adb133fffffff,13
85adb137fffffff,19
85adb13bfffffff,29
85adb143fffffff,45
85adb147fffffff,25
85adb14bfffffff,41
85adb14ffffffff,52
85adb153fffffff,19
85adb157fffffff,37
85adb15bfffffff,52
85adb163fffffff,18
85adb167fffffff,7
85adb16bfffffff,52
85adb16ffffffff,16
85adb173fffffff,42
85adb177fffffff,39
85adb17bfffffff,21
85adb183fffffff,18
85adb187fffffff,95
85adb18bfffffff,48
85adb18ffffffff,20
85adb193fffffff,36
85adb197fffffff,51
85adb19bfffffff,37
85adb1a3fffffff,23
85adb1a7fffffff,27
85adb1abfffffff,18
85adb1affffffff,25
85adb1b3fffffff,31
85adb1b7fffffff,25
85adb1bbfffffff,51
85adb1c3fffffff,32
85adb1c7fffffff,36
85adb1cbfffffff,22
85adb1cffffffff,18
85adb1d3fffffff,15
85adb1d7fffffff,29
85adb1dbfffffff,28
85adb203fffffff,1653
85adb207fffffff,18
85adb20bfffffff,3316
85adb20ffffffff,53
85adb213fffffff,2978
85adb217fffffff,74
85adb21bfffffff,475
85adb223fffffff,151
85adb227fffffff,70
85adb22bfffffff,195
85adb22ffffffff,59
85adb233fffffff,131
85adb237fffffff,74
85adb23bfffffff,60
85adb243fffffff,27
85adb247fffffff,118
85adb24bfffffff,70
85adb24ffffffff,33
85adb253fffffff,420
85adb257fffffff,3983
85adb25bfffffff,55
85adb263fffffff,1806
85adb267fffffff,26
85adb26bfffffff,3650
85adb26ffffffff,23
85adb273fffffff,49
85adb277fffffff,2613
85adb27bfffffff,34
85adb283fffffff,550
85adb287fffffff,383
85adb28bfffffff,7152
85adb28ffffffff,5265
85adb293fffffff,296
85adb297fffffff,144
85adb29bfffffff,36473
85adb2a3fffffff,62
85adb2a7fffffff,64
85adb2abfffffff,49
85adb2affffffff,30
85adb2b3fffffff,50
85adb2b7fffffff,46
85adb2bbfffffff,2805
85adb2c3fffffff,1039
85adb2c7fffffff,1958
85adb2cbfffffff,2890
85adb2cffffffff,1039
85adb2d3fffffff,1373
85adb2d7fffffff,2583
85adb2dbfffffff,1010
85adb303fffffff,162
85adb313fffffff,349
85adb317fffffff,49
85adb31bfffffff,424
85adb343fffffff,60
85adb34bfffffff,29
85adb353fffffff,122
85adb357fffffff,386
85adb35bfffffff,40
85adb383fffffff,63
85adb387fffffff,24
85adb38bfffffff,23
85adb38ffffffff,84
85adb393fffffff,52
85adb397fffffff,50
85adb39bfffffff,18
85adb3a3fffffff,32
85adb3a7fffffff,28
85adb3abfffffff,29
85adb3affffffff,11
85adb3b3fffffff,32
85adb3b7fffffff,27
85adb3bbfffffff,49
85adb3c3fffffff,30
85adb3c7fffffff,1026
85adb3cbfffffff,42
85adb3cffffffff,61
85adb3d3fffffff,50
85adb3d7fffffff,29
85adb3dbfffffff,18
85adb403fffffff,78
85adb407fffffff,67
85adb40bfffffff,80
85adb40ffffffff,66
85adb413fffffff,88
85adb417fffffff,69
85adb41bfffffff,58
85adb423fffffff,70
85adb427fffffff,46
85adb42bfffffff,62
85adb42ffffffff,36
85adb433fffffff,90
85adb437fffffff,54
85adb43bfffffff,44
85adb443fffffff,92
85adb447fffffff,254
85adb44bfffffff,1202
85adb44ffffffff,281
85adb453fffffff,60
85adb457fffffff,65
85adb45bfffffff,79
85adb463fffffff,187
85adb467fffffff,44
85adb46bfffffff,1063
85adb46ffffffff,50
85adb473fffffff,66
85adb477fffffff,55
85adb47bfffffff,21262
85adb483fffffff,85
85adb487fffffff,72
85adb48bfffffff,72
85adb48ffffffff,71
85adb493fffffff,145
85adb497fffffff,2211
85adb49bfffffff,80
85adb4a3fffffff,108
85adb4a7fffffff,46
85adb4abfffffff,91
85adb4affffffff,89
85adb4b3fffffff,64
85adb4b7fffffff,49
85adb4bbfffffff,52
85adb4c3fffffff,50
85adb4c7fffffff,77
85adb4cbfffffff,78
85adb4cffffffff,6489
85adb4d3fffffff,89
85adb4d7fffffff,79
85adb4dbfffffff,73
85adb503fffffff,55
85adb507fffffff,78
85adb50bfffffff,3592
85adb50ffffffff,375
85adb513fffffff,46
85adb517fffffff,44
85adb51bfffffff,1823
85adb523fffffff,93542
85adb527fffffff,122
85adb52bfffffff,6695
85adb52ffffffff,91
85adb533fffffff,1687
85adb537fffffff,8950
85adb53bfffffff,891
85adb543fffffff,9
85adb547fffffff,189
85adb54bfffffff,60
85adb54ffffffff,51
85adb553fffffff,35
85adb557fffffff,179
85adb55bfffffff,75
85adb563fffffff,90
85adb567fffffff,137
85adb56bfffffff,38
85adb56ffffffff,50
85adb573fffffff,2807
85adb577fffffff,2395
85adb57bfffffff,76
85adb583fffffff,33
85adb587fffffff,27
85adb58bfffffff,56
85adb58ffffffff,70
85adb593fffffff,24
85adb597fffffff,32
85adb59bfffffff,38
85adb5a3fffffff,27
85adb5a7fffffff,30
85adb5abfffffff,43
85adb5affffffff,43
85adb5b3fffffff,44
85adb5b7fffffff,21
85adb5bbfffffff,62
85adb5c3fffffff,4690
85adb5c7fffffff,2923
85adb5cbfffffff,58
85adb5cffffffff,418
85adb5d3fffffff,1839
85adb5d7fffffff,757
85adb5dbfffffff,41
85adb603fffffff,116
85adb607fffffff,140
85adb60bfffffff,166
85adb60ffffffff,222
85adb613fffffff,103
85adb617fffffff,94
85adb61bfffffff,85
85adb623fffffff,54
85adb627fffffff,44495
85adb62bfffffff,102
85adb62ffffffff,285
85adb633fffffff,173
85adb637fffffff,254
85adb63bfffffff,95
85adb643fffffff,113
85adb647fffffff,130
85adb64bfffffff,4159
85adb64ffffffff,88
85adb653fffffff,133
85adb657fffffff,140
85adb65bfffffff,190
85adb663fffffff,10837
85adb667fffffff,26801
85adb66bfffffff,2900
85adb66ffffffff,40084
85adb673fffffff,154
85adb677fffffff,118
85adb67bfffffff,3288
85adb683fffffff,116
85adb687fffffff,4133
85adb68bfffffff,106
85adb68ffffffff,9763
85adb693fffffff,59
85adb697fffffff,95
85adb69bfffffff,94
85adb6a3fffffff,858
85adb6a7fffffff,499
85adb6abfffffff,85
85adb6affffffff,328
85adb6b3fffffff,1182
85adb6b7fffffff,11160
85adb6bbfffffff,6042
85adb6c3fffffff,83
85adb6c7fffffff,74
85adb6cbfffffff,78
85adb6cffffffff,70
85adb6d3fffffff,81
85adb6d7fffffff,224
85adb6dbfffffff,41
85bc0903fffffff,20188
85bc0907fffffff,15270
85bc090bfffffff,5134
85bc090ffffffff,1024
85bc0913fffffff,278869
85bc0917fffffff,215968
85bc091bfffffff,16159
85bc0923fffffff,10748
85bc0927fffffff,15053
85bc092bfffffff,27066
85bc092ffffffff,1924
85bc0933fffffff,87600
85bc0937fffffff,52637
85bc093bfffffff,10969
85bc0943fffffff,4009
85bc0947fffffff,824
85bc094bfffffff,18451
85bc094ffffffff,8961
85bc0957fffffff,10916
85bc095bfffffff,8710
85bc0963fffffff,576
85bc0967fffffff,3845
85bc096bfffffff,8895
85bc096ffffffff,2631
85bc0973fffffff,7810
85bc0977fffffff,471
85bc097bfffffff,5837
85bc09a3fffffff,10088
85bc09a7fffffff,2993
85bc09abfffffff,45278
85bc09affffffff,38902
85bc09b3fffffff,8655
85bc09b7fffffff,5427
85bc09bbfffffff,12899
85bc0a27fffffff,20146
85bc0a2ffffffff,21325
85bc0b03fffffff,15196
85bc0b07fffffff,15151
85bc0b0bfffffff,34110
85bc0b0ffffffff,17393
85bc0b13fffffff,12167
85bc0b17fffffff,20600
85bc0b1bfffffff,28706
85bc0b23fffffff,15884
85bc0b27fffffff,14368
85bc0b2bfffffff,25258
85bc0b2ffffffff,33754
85bc0b33fffffff,14406
85bc0b37fffffff,11274
85bc0b3bfffffff,15760
85bc0b43fffffff,29216
85bc0b47fffffff,37205
85bc0b4bfffffff,35215
85bc0b4ffffffff,136742
85bc0b53fffffff,31259
85bc0b57fffffff,28968
85bc0b5bfffffff,27962
85bc0b63fffffff,23408
85bc0b67fffffff,14945
85bc0b6bfffffff,15049
85bc0b6ffffffff,7436
85bc0b73fffffff,24360
85bc0b77fffffff,18457
85bc0b7bfffffff,105008
85bc0b83fffffff,13301
85bc0b87fffffff,14556
85bc0b8bfffffff,15072
85bc0b8ffffffff,17274
85bc0b97fffffff,10571
85bc0ba3fffffff,16071
85bc0ba7fffffff,16419
85bc0babfffffff,35481
85bc0baffffffff,11988
85bc0bb3fffffff,53535
85bc0bb7fffffff,25007
85bc0bbbfffffff,18674
85bc0bc7fffffff,25951
85bc0bcbfffffff,24244
85bc0bcffffffff,26219
85bc1923fffffff,32003
85bc1927fffffff,38884
85bc192bfffffff,54296
85bc192ffffffff,33379
85bc1937fffffff,16409
85bc1967fffffff,98911
